GENES,L19,L24,K18,L23,K23
ENSG00000106028,2.514284994569395,2.827167402349966,2.4022246784579435,2.6154426365680328,2.573651184717234
ENSG00000057019,2.9206270209924448,2.3972343779226857,2.4394194481713662,2.5557679616712456,2.1901449017481576
ENSG00000175606,2.168360193484125,2.5850391335367315,2.723548118524086,2.458996299356103,2.573651184717234
ENSG00000242299,2.594530136271819,2.7134136987754056,2.475280235878329,2.351846621772724,2.400171104458856
ENSG00000147065,2.974786504736343,2.7134136987754056,2.323408389754157,2.6154426365680328,2.0919981327465735
ENSG00000142669,3.1661305081352205,2.5850391335367315,2.323408389754157,2.458996299356103,2.437358404176848
ENSG00000075618,2.6323604217819225,2.4377231158084465,2.1921506495547103,1.5182775261553894,2.3615473185118185
ENSG00000125356,2.514284994569395,2.6512850067949514,2.4394194481713662,2.6439956112558414,2.8006479133077216
ENSG00000171345,3.0008045709488727,2.9532737662582784,2.5098994237939567,2.725066318478856,2.748544656607301
ENSG00000137309,3.2087472644005017,2.799918947993123,2.323408389754157,2.351846621772724,2.6050076133284232
ENSG00000167283,3.2087472644005017,2.4766361088478366,2.8522980603410737,2.1883847407670785,2.437358404176848
ENSG00000188229,2.8334562614958463,2.1123251335497333,2.7770531202653848,2.6987663147922025,2.3615473185118185
ENSG00000131711,3.0008045709488727,2.51409142634444,2.323408389754157,2.3888536198814205,1.983159712031792
ENSG00000150093,2.168360193484125,2.51409142634444,2.575737349415911,2.273451942724104,2.4732122481056007
ENSG00000119707,2.331436917435831,2.216577440434282,2.1921506495547103,1.6782987620052219,2.400171104458856
ENSG00000112081,2.948073374270822,2.4766361088478366,2.575737349415911,2.586050366440419,2.4732122481056007
ENSG00000142534,3.0750281077322423,2.51409142634444,2.6670176938547527,2.8470944229269297,2.5078249647487114
ENSG00000150753,2.8334562614958463,2.355036873054606,2.575737349415911,2.8470944229269297,2.9201387180356875
ENSG00000232573,2.6688115906970507,2.618710534352989,2.6375071041031664,2.586050366440419,2.541279613375632
ENSG00000091527,1.9734067897125136,2.618710534352989,2.5433601178299035,2.5557679616712456,2.7214383187552693
ENSG00000119888,0.9356174748518672,2.4766361088478366,2.6956823141251838,2.725066318478856,2.8006479133077216
ENSG00000160789,3.121616405280421,2.310979989596351,2.2815413039138037,2.273451942724104,2.1901449017481576
ENSG00000135046,2.8633654801957547,2.3972343779226857,2.1921506495547103,2.1883847407670785,1.8610122159763445
ENSG00000127022,3.026162828072709,2.355036873054606,1.7957288061295562,2.23182262274412,2.1422751328062524
ENSG00000105323,3.0985935406573017,2.1123251335497333,2.4022246784579435,2.3134173013234056,2.0919981327465735
ENSG00000149806,3.0008045709488727,2.4766361088478366,2.4022246784579435,2.4923049572694453,2.3615473185118185
ENSG00000125835,2.7708124941572883,2.5850391335367315,2.363592834125316,2.6439956112558414,2.279513972092734
ENSG00000165502,2.8633654801957547,2.6512850067949514,2.5433601178299035,2.4245398330208157,2.6050076133284232
ENSG00000213315,2.6688115906970507,2.2648922817713477,2.4022246784579435,2.6439956112558414,2.400171104458856
ENSG00000106263,1.9734067897125136,2.3972343779226857,2.4022246784579435,2.5557679616712456,2.573651184717234
ENSG00000105971,1.9734067897125136,2.4766361088478366,2.2815413039138037,2.4245398330208157,2.3213715932852654
ENSG00000149925,2.279977295855909,2.4377231158084465,2.1442685008685056,2.725066318478856,2.874041235654764
